"WP_NAME,C,50","WARD,C,5","PRECINCT,C,5","DISTRICT,C,10","POP_2010,N,10,0","TOWN,C,35","TOWN_ID,N,5,0","AREA_SQMI,N,19,11","AREA_ACRES,N,19,11","YEAR,N,10,0","SHAPE_AREA,N,19,11","SHAPE_LEN,N,19,11"
Barnstable Town Precinct 4,,4,4,3330,BARNSTABLE,20,2.959,1893.85,2012,7664180.50103,25860.6103194
Barnstable Town Precinct 5,,5,5,3324,BARNSTABLE,20,7.015,4489.63,2012,18168974.2236,59292.7693391
Brewster Town Precinct 3,,3,3,3343,BREWSTER,41,10.409,6661.64,2012,26958802.449,30219.4516955
Berkley Town Precinct 1,,1,1,3219,BERKLEY,27,7.776,4976.69,2012,20140038.5572,34081.7496977
Barnstable Town Precinct 6,,6,6,3535,BARNSTABLE,20,1.905,1219.44,2012,4934915.65235,8843.74592114
Barnstable Town Precinct 7,,7,7,3317,BARNSTABLE,20,5.457,3492.38,2012,14133203.7084,29751.9255017
Barnstable Town Precinct 8,,8,8,3544,BARNSTABLE,20,1.39,889.54,2012,3599869.56769,11496.2097474
Barnstable Town Precinct 9,,9,9,3430,BARNSTABLE,20,1.079,690.35,2012,2793774.19938,10690.8211368
Belmont Town Precinct 4,,4,4,3183,BELMONT,26,0.25,159.7,2012,646289.909571,3923.38167874
Belmont Town Precinct 5,,5,5,3102,BELMONT,26,0.244,156.4,2012,632931.830735,3819.64850267
Belmont Town Precinct 6,,6,6,2969,BELMONT,26,0.34,217.84,2012,881565.733172,4016.14234555
Belmont Town Precinct 7,,7,7,3127,BELMONT,26,0.264,169.04,2012,684097.317713,3944.1942592
Belmont Town Precinct 8,,8,8,3159,BELMONT,26,0.495,316.64,2012,1281388.74668,5082.58564581
Berkley Town Precinct 2,,2,2,3192,BERKLEY,27,8.859,5669.87,2012,22945256.5027,21235.6601417
Beverly City Ward 1 Precinct 1,1,1,1-1,3218,BEVERLY,30,0.814,520.89,2012,2107966.03507,7623.55238847
Brewster Town Precinct 2,,2,2,3238,BREWSTER,41,5.968,3819.65,2012,15457617.953,22261.6455851
Canton Town Precinct 5,,5,5,3584,CANTON,50,3.358,2148.86,2012,8696152.27585,18241.8236874
Beverly City Ward 1 Precinct 2,1,2,1-2,3164,BEVERLY,30,0.654,418.26,2012,1692649.261,10973.2304727
Beverly City Ward 2 Precinct 1,2,1,2-1,3363,BEVERLY,30,0.265,169.51,2012,685994.596841,4594.79375046
Beverly City Ward 2 Precinct 2,2,2,2-2,3409,BEVERLY,30,0.328,209.69,2012,848589.477296,5967.01181058
Beverly City Ward 3 Precinct 1,3,1,3-1,3245,BEVERLY,30,0.428,273.61,2012,1107283.16717,6175.89467275
Beverly City Ward 3 Precinct 2,3,2,3-2,3265,BEVERLY,30,0.874,559.32,2012,2263492.37612,7873.54562325
Beverly City Ward 4 Precinct 1,4,1,4-1,3208,BEVERLY,30,1.167,747.05,2012,3023224.64573,8939.04541188
Bridgewater Town Precinct 3,,3,3,3861,BRIDGEWATER,42,4.315,2761.57,2012,11175728.3289,15097.9312191
Bridgewater Town Precinct 6,,6,6,3743,BRIDGEWATER,42,1.718,1099.53,2012,4449655.59509,9886.60430258
Bridgewater Town Precinct 7,,7,7,3673,BRIDGEWATER,42,6.049,3871.6,2012,15667870.609,18582.1014226
Belmont Town Precinct 3,,3,3,3068,BELMONT,26,1.102,705.29,2012,2854216.69593,9557.31698681
Beverly City Ward 4 Precinct 2,4,2,4-2,3342,BEVERLY,30,0.827,529.45,2012,2142606.58101,8214.17323663
Beverly City Ward 5 Precinct 1,5,1,5-1,3299,BEVERLY,30,2.141,1370.17,2012,5544907.04113,10795.7096017
Beverly City Ward 5 Precinct 2,5,2,5-2,3348,BEVERLY,30,1.86,1190.59,2012,4818148.49553,10883.2423683
Beverly City Ward 6 Precinct 1,6,1,6-1,3332,BEVERLY,30,4.343,2779.71,2012,11249142.0601,21757.8173389
Beverly City Ward 6 Precinct 2,6,2,6-2,3309,BEVERLY,30,1.725,1103.99,2012,4467697.62419,9797.81431816
Bourne Town Precinct 1,,1,1,2938,BOURNE,36,5.571,3565.68,2012,14429844.0149,26754.9548751
Bourne Town Precinct 2,,2,2,2912,BOURNE,36,2.468,1579.58,2012,6392369.17177,10570.327874
Bourne Town Precinct 5,,5,5,2763,BOURNE,36,3.447,2206.38,2012,8928927.70327,22547.3157394
Bourne Town Precinct 6,,6,6,2745,BOURNE,36,12.412,7943.47,2012,32146219.5023,60061.5595614
Bourne Town Precinct 7,,7,7,2702,BOURNE,36,13,8319.9,2012,33669556.9404,30439.5511682
Bourne Town Precinct 4,,4,4,2754,BOURNE,36,2.94,1881.64,2012,7614775.53907,27935.0189031
Canton Town Precinct 4,,4,4,3698,CANTON,50,6.076,3888.64,2012,15736846.3406,21078.7987375
Bourne Town Precinct 3,,3,3,2940,BOURNE,36,1.12,716.71,2012,2900419.88448,10691.8995902
Brewster Town Precinct 1,,1,1,3239,BREWSTER,41,9.04,5785.9,2012,23414812.4395,23387.1916733
Burlington Town Precinct 7,,7,7,3513,BURLINGTON,48,4.098,2622.87,2012,10614410.5853,20377.6191974
Canton Town Precinct 3,,3,3,3559,CANTON,50,4.727,3025.47,2012,12243690.8045,15194.0167177
Canton Town Precinct 2,,2,2,3534,CANTON,50,3.127,2001.09,2012,8098138.80405,13227.9019465
Canton Town Precinct 1,,1,1,3598,CANTON,50,1.278,818.01,2012,3310395.32797,9943.11483051
Canton Town Precinct 6,,6,6,3588,CANTON,50,1.046,669.24,2012,2708322.39633,9877.47329922
Douglas Town Precinct 3,,3,3,2760,DOUGLAS,77,5.081,3251.86,2012,13159855.2223,18572.6687664
Dudley Town Precinct 1,,1,1,3771,DUDLEY,80,6.201,3968.94,2012,16061794.0932,20221.379514
Charlton Town Precinct 4,,4,4,3281,CHARLTON,54,8.663,5544.14,2012,22436431.0782,23457.0324311
Chicopee City Ward 1 Precinct A,1,A,1-A,3197,CHICOPEE,61,1.313,840.33,2012,3400722.55962,9786.46060507
Chicopee City Ward 1 Precinct B,1,B,1-B,3152,CHICOPEE,61,0.824,527.48,2012,2134658.15304,7040.43190739
Chicopee City Ward 2 Precinct B,2,B,2-B,3148,CHICOPEE,61,1.326,848.48,2012,3433676.72604,10396.7630329
Chicopee City Ward 2 Precinct A,2,A,2-A,3195,CHICOPEE,61,0.888,568.35,2012,2300035.1582,8088.96470916
Chicopee City Ward 3 Precinct A,3,A,3-A,2969,CHICOPEE,61,1.045,668.73,2012,2706267.80491,8758.5238248
Chicopee City Ward 3 Precinct B,3,B,3-B,2984,CHICOPEE,61,0.573,366.84,2012,1484563.81967,6676.79472697
Chicopee City Ward 4 Precinct A,4,A,4-A,2942,CHICOPEE,61,0.432,276.3,2012,1118141.11041,5181.88388749
Chicopee City Ward 4 Precinct B,4,B,4-B,3170,CHICOPEE,61,0.916,586.53,2012,2373617.82273,8913.72208391
Bridgewater Town Precinct 2,,2,2,3886,BRIDGEWATER,42,2.961,1894.97,2012,7668706.25516,12250.7888773
Bridgewater Town Precinct 1,,1,1,3873,BRIDGEWATER,42,5.767,3691.1,2012,14937413.097,21003.5638789
Bridgewater Town Precinct 4,,4,4,3904,BRIDGEWATER,42,6.056,3875.8,2012,15684858.0544,20641.2679384
Bridgewater Town Precinct 5,,5,5,3623,BRIDGEWATER,42,1.543,987.39,2012,3995852.35114,9550.7292184
Burlington Town Precinct 1,,1,1,3520,BURLINGTON,48,1.653,1058.06,2012,4281841.42198,11101.882469
Burlington Town Precinct 2,,2,2,3467,BURLINGTON,48,0.893,571.47,2012,2312648.71147,8676.38131596
Charlton Town Precinct 1,,1,1,3292,CHARLTON,54,13.227,8465.02,2012,34256874.2597,28950.4944226
Chicopee City Ward 5 Precinct A,5,A,5-A,3059,CHICOPEE,61,0.959,613.52,2012,2482844.75164,8661.61118219
Chicopee City Ward 5 Precinct B,5,B,5-B,2995,CHICOPEE,61,0.456,291.7,2012,1180456.50585,5052.77021032
Chicopee City Ward 6 Precinct A,6,A,6-A,2970,CHICOPEE,61,5.885,3766.7,2012,15243348.0522,21175.5206817
Chicopee City Ward 6 Precinct B,6,B,6-B,3105,CHICOPEE,61,3.827,2449.13,2012,9911313.3563,18343.4596175
Chicopee City Ward 7 Precinct A,7,A,7-A,3207,CHICOPEE,61,0.677,433.58,2012,1754649.63037,10844.06204
Chicopee City Ward 7 Precinct B,7,B,7-B,3052,CHICOPEE,61,0.702,449.38,2012,1818577.20594,7716.21497712
Charlton Town Precinct 2,,2,2,3168,CHARLTON,54,11.333,7253.32,2012,29353270.3814,23649.4538771
Charlton Town Precinct 3,,3,3,3240,CHARLTON,54,10.571,6765.48,2012,27379040.3019,24084.318855
Burlington Town Precinct 3,,3,3,3478,BURLINGTON,48,1.703,1089.61,2012,4409510.43409,9987.880267
Burlington Town Precinct 4,,4,4,3571,BURLINGTON,48,1.056,675.67,2012,2734350.25645,9232.91189523
Burlington Town Precinct 5,,5,5,3494,BURLINGTON,48,1.147,734.21,2012,2971271.14982,9206.31529049
Burlington Town Precinct 6,,6,6,3455,BURLINGTON,48,1.309,837.86,2012,3390692.61616,10518.6659116
Clinton Town Precinct 1,,1,1,3414,CLINTON,64,1.214,776.84,2012,3143773.64165,8746.93582861
Clinton Town Precinct 2,,2,2,3453,CLINTON,64,0.799,511.4,2012,2069587.48154,7574.07754643
Clinton Town Precinct 4,,4,4,3488,CLINTON,64,1.854,1186.58,2012,4801926.62363,11726.380373
Clinton Town Precinct 3,,3,3,3251,CLINTON,64,3.401,2176.51,2012,8808053.63527,17234.1701005
Cohasset Town Precinct 1,,1,1,3871,COHASSET,65,3.834,2453.99,2012,9930994.07988,36424.839474
Cohasset Town Precinct 2,,2,2,3671,COHASSET,65,6.267,4010.6,2012,16230375.7908,15986.8348137
Douglas Town Precinct 1,,1,1,2849,DOUGLAS,77,11.895,7612.83,2012,30808159.331,23950.0011466
Douglas Town Precinct 2,,2,2,2862,DOUGLAS,77,20.909,13381.69,2012,54154011.7836,38338.1829723
Concord Town Precinct 1,,1,1,3453,CONCORD,67,2.659,1701.77,2012,6886856.57801,16294.139317
Concord Town Precinct 2,,2,2,3363,CONCORD,67,2.354,1506.4,2012,6096213.34325,13828.0789437
Concord Town Precinct 3,,3,3,3548,CONCORD,67,4.862,3111.44,2012,12591581.8655,19787.4509499
Dudley Town Precinct 2,,2,2,3908,DUDLEY,80,3.288,2104.26,2012,8515655.77295,14964.9859195
Chicopee City Ward 8 Precinct A,8,A,8-A,3018,CHICOPEE,61,1.05,671.96,2012,2719347.75542,9951.14304978
Chicopee City Ward 8 Precinct B,8,B,8-B,3104,CHICOPEE,61,0.765,489.41,2012,1980574.1608,6610.75353555
Chicopee City Ward 9 Precinct A,9,A,9-A,2932,CHICOPEE,61,0.955,611.14,2012,2473216.49643,8611.18783434
Chicopee City Ward 9 Precinct B,9,B,9-B,3099,CHICOPEE,61,1.278,817.82,2012,3309600.16277,10722.669164
Concord Town Precinct 4,,4,4,3632,CONCORD,67,7.372,4718.4,2012,19094761.0075,27519.0597433
Concord Town Precinct 5,,5,5,3672,CONCORD,67,8.595,5500.68,2012,22260569.0605,22564.7037802
Dalton Town Precinct 1,,1,1,3381,DALTON,70,13.77,8812.49,2012,35663023.1915,27613.9400806
Dalton Town Precinct 2,,2,2,3375,DALTON,70,8.111,5190.97,2012,21007201.2528,23636.8393294
Dedham Town Precinct 1,,1,1,3666,DEDHAM,73,4.047,2590.06,2012,10481622.8401,19698.1544446
Dedham Town Precinct 2,,2,2,3472,DEDHAM,73,1.387,887.72,2012,3592484.86504,12185.2806152
Dedham Town Precinct 6,,6,6,3630,DEDHAM,73,1.06,678.68,2012,2746532.37752,10407.3904782
Dedham Town Precinct 4,,4,4,3434,DEDHAM,73,1.324,847.28,2012,3428846.25079,8549.45011077
Dedham Town Precinct 3,,3,3,3625,DEDHAM,73,0.698,446.85,2012,1808342.41255,6518.45536001
Dedham Town Precinct 7,,7,7,3402,DEDHAM,73,1.366,874.43,2012,3538723.04776,12047.6077444
Dedham Town Precinct 5,,5,5,3500,DEDHAM,73,0.764,488.98,2012,1978832.24866,8504.25380348
Dighton Town Precinct 1,,1,1,3582,DIGHTON,76,10.216,6538.34,2012,26459817.3562,27544.0373051
Dighton Town Precinct 2,,2,2,3504,DIGHTON,76,12.055,7715.44,2012,31223394.3351,27457.222261
Freetown Town Precinct 2,,2,2,2883,FREETOWN,102,18.762,12007.62,2012,48593308.1283,41254.5143652
Freetown Town Precinct 3,,3,3,2995,FREETOWN,102,9.649,6175.48,2012,24991372.1635,21277.290138
Gardner City Ward 1 Precinct B,1,B,1-B,1946,GARDNER,103,4.525,2896.06,2012,11719978.7198,19334.7444822
Gardner City Ward 2 Precinct A,2,A,2-A,2091,GARDNER,103,2.839,1816.93,2012,7352896.51725,12555.70445
Gardner City Ward 3 Precinct B,3,B,3-B,1997,GARDNER,103,1.208,773,2012,3128234.55327,10001.5637118
Gardner City Ward 3 Precinct A,3,A,3-A,2022,GARDNER,103,0.281,179.66,2012,727072.009731,4265.78296974
Gardner City Ward 4 Precinct B,4,B,4-B,1925,GARDNER,103,0.331,211.92,2012,857600.342558,5012.43963973
Gardner City Ward 4 Precinct A,4,A,4-A,2115,GARDNER,103,0.377,241.03,2012,975408.639,5820.75473286
Gardner City Ward 1 Precinct A,1,A,1-A,2120,GARDNER,103,1.583,1013,2012,4099480.96183,11366.7674925
Gardner City Ward 5 Precinct A,5,A,5-A,1958,GARDNER,103,1.641,1050.08,2012,4249530.40542,9562.34531782
East Longmeadow Town Precinct 3,,3,3,3878,EAST LONGMEADOW,85,3.968,2539.3,2012,10276219.3663,16397.6911338
Fairhaven Town Precinct 1,,1,1,2753,FAIRHAVEN,94,0.617,394.71,2012,1597355.78626,10533.2827657
Fairhaven Town Precinct 2,,2,2,2675,FAIRHAVEN,94,0.669,428.31,2012,1733299.35264,7860.36734523
Fairhaven Town Precinct 3,,3,3,2580,FAIRHAVEN,94,1.072,686.36,2012,2777593.52901,9525.80847829
Fairhaven Town Precinct 4,,4,4,2699,FAIRHAVEN,94,1.835,1174.53,2012,4753168.84558,13162.4633392
Fairhaven Town Precinct 5,,5,5,2644,FAIRHAVEN,94,3.381,2163.91,2012,8757084.19053,35983.6987414
Fairhaven Town Precinct 6,,6,6,2522,FAIRHAVEN,94,4.822,3086.19,2012,12489416.32,20904.3168417
Falmouth Town Precinct 5,,5,5,3474,FALMOUTH,96,4.592,2938.98,2012,11893690.6675,28833.8828236
Falmouth Town Precinct 7,,7,7,3479,FALMOUTH,96,4.15,2656.01,2012,10748524.4166,42564.0443477
Falmouth Town Precinct 4,,4,4,3537,FALMOUTH,96,3.897,2493.94,2012,10092676.3532,29918.5296518
Falmouth Town Precinct 3,,3,3,3466,FALMOUTH,96,2.192,1403.11,2012,5678222.27557,23524.6064234
Falmouth Town Precinct 6,,6,6,3638,FALMOUTH,96,8.99,5753.81,2012,23284936.6403,40206.4073657
Falmouth Town Precinct 1,,1,1,3486,FALMOUTH,96,6.388,4088.58,2012,16545979.0582,34520.5499603
Freetown Town Precinct 1,,1,1,2992,FREETOWN,102,7.048,4510.78,2012,18254539.3408,41869.7974464
Gardner City Ward 2 Precinct B,2,B,2-B,2103,GARDNER,103,7.642,4890.67,2012,19791923.9715,25255.966624
Falmouth Town Precinct 8,,8,8,3431,FALMOUTH,96,10.126,6480.58,2012,26226075.2694,23672.9164525
Falmouth Town Precinct 9,,9,9,3514,FALMOUTH,96,3.086,1975.28,2012,7993713.74608,15320.1559655
Falmouth Town Precinct 2,,2,2,3506,FALMOUTH,96,2.298,1470.45,2012,5950741.19118,14169.9388796
Dudley Town Precinct 3,,3,3,3711,DUDLEY,80,12.375,7920.15,2012,32051850.5069,26258.2563087
Duxbury Town Precinct 2,,2,2,2547,DUXBURY,82,3.988,2552.01,2012,10327654.5788,50931.3580346
Duxbury Town Precinct 4,,4,4,2530,DUXBURY,82,5.631,3603.66,2012,14583547.7464,25620.1547039
Duxbury Town Precinct 5,,5,5,2564,DUXBURY,82,4.636,2967.01,2012,12007111.7601,18160.1612049
Duxbury Town Precinct 6,,6,6,2425,DUXBURY,82,3.213,2056.41,2012,8322028.54612,17195.6161911
Duxbury Town Precinct 3,,3,3,2406,DUXBURY,82,4.359,2789.82,2012,11290066.2468,14762.6046465
Duxbury Town Precinct 1,,1,1,2587,DUXBURY,82,2.35,1504.03,2012,6086603.10106,18417.5739905
East Longmeadow Town Precinct 4,,4,4,3860,EAST LONGMEADOW,85,4.618,2955.45,2012,11960330.6445,16172.3117907
East Longmeadow Town Precinct 1,,1,1,3992,EAST LONGMEADOW,85,2.144,1372.41,2012,5553971.99276,15342.7331162
East Longmeadow Town Precinct 2,,2,2,3990,EAST LONGMEADOW,85,2.346,1501.23,2012,6075266.55231,12645.4530169
Gardner City Ward 5 Precinct B,5,B,5-B,1951,GARDNER,103,2.599,1663.66,2012,6732629.59916,12178.8064066
Georgetown Town Precinct 1,,1,1,2832,GEORGETOWN,105,3.91,2502.55,2012,10127484.9712,17932.467565
Georgetown Town Precinct 2,,2,2,2625,GEORGETOWN,105,4.816,3082.3,2012,12473681.624,14685.2134279
Georgetown Town Precinct 3,,3,3,2726,GEORGETOWN,105,4.424,2831.15,2012,11457318.156,15532.832985
Greenfield Town Precinct 4,,4,4,1993,GREENFIELD,114,1.048,670.79,2012,2714593.70712,9882.55997656
Greenfield Town Precinct 6,,6,6,1998,GREENFIELD,114,0.397,254.15,2012,1028509.17987,4807.72990937
Greenfield Town Precinct 8,,8,8,1940,GREENFIELD,114,0.525,335.78,2012,1358877.61168,6324.38316543
Greenfield Town Precinct 5,,5,5,1848,GREENFIELD,114,1.181,755.73,2012,3058344.5096,8970.24544769
Groton Town Precinct 3,,3,3,3398,GROTON,115,12.158,7781.39,2012,31490293.4128,27012.3706407
Grafton Town Precinct 1,,1,1,3514,GRAFTON,110,5.231,3348.06,2012,13549159.8396,16846.9231778
Grafton Town Precinct 2,,2,2,3517,GRAFTON,110,4.796,3069.42,2012,12421563.7044,17859.3972662
Grafton Town Precinct 3,,3,3,3625,GRAFTON,110,6.127,3921.27,2012,15868863.0289,20971.1171222
Groton Town Precinct 1,,1,1,3558,GROTON,115,13.805,8835.21,2012,35754979.6894,37464.4655285
Groton Town Precinct 2,,2,2,3690,GROTON,115,7.793,4987.24,2012,20182742.6869,22518.9907449
Grafton Town Precinct 4,,4,4,3572,GRAFTON,110,3.445,2204.83,2012,8922655.64868,17437.3929047
Grafton Town Precinct 5,,5,5,3537,GRAFTON,110,3.716,2378.3,2012,9624661.20734,14904.7464781
Great Barrington Town Precinct A,,A,A,1847,GREAT BARRINGTON,113,26.876,17200.55,2012,69608421.2355,41845.6047909
Great Barrington Town Precinct B,,B,B,1715,GREAT BARRINGTON,113,5.547,3550.24,2012,14367374.2088,16938.2635943
Great Barrington Town Precinct C,,C,C,1772,GREAT BARRINGTON,113,3.497,2237.83,2012,9056197.92769,15867.5502856
Great Barrington Town Precinct D,,D,D,1770,GREAT BARRINGTON,113,9.854,6306.85,2012,25523026.8195,24668.4483494
Greenfield Town Precinct 2,,2,2,1948,GREENFIELD,114,5.429,3474.61,2012,14061309.8937,19069.6072228
Greenfield Town Precinct 1,,1,1,1977,GREENFIELD,114,6.546,4189.7,2012,16955182.4405,19245.7903242
Greenfield Town Precinct 9,,9,9,1853,GREENFIELD,114,2.862,1831.51,2012,7411888.16727,17601.58147
Greenfield Town Precinct 7,,7,7,1977,GREENFIELD,114,3.231,2067.62,2012,8367377.03211,17913.1052884
Greenfield Town Precinct 3,,3,3,1922,GREENFIELD,114,0.664,425.04,2012,1720071.60603,7517.07310343
Holbrook Town Precinct 1,,1,1,2759,HOLBROOK,133,1.376,880.75,2012,3564291.74551,8743.04723381
Holbrook Town Precinct 2,,2,2,2728,HOLBROOK,133,2.13,1362.9,2012,5515491.83589,10730.2333309
Holbrook Town Precinct 3,,3,3,2700,HOLBROOK,133,2.502,1601.57,2012,6481359.03691,14301.32436
Holbrook Town Precinct 4,,4,4,2604,HOLBROOK,133,1.351,864.92,2012,3500228.52831,10234.4602197
Holyoke City Ward 1 Precinct A,1,A,1-A,2811,HOLYOKE,137,0.616,394.04,2012,1594627.96563,6076.50575592
Holyoke City Ward 1 Precinct B,1,B,1-B,2785,HOLYOKE,137,0.512,327.6,2012,1325748.91338,5608.53170169
Haverhill City Ward 5 Precinct 1,5,1,5-1,2893,HAVERHILL,128,1.148,734.79,2012,2973616.16351,9465.02613299
Haverhill City Ward 5 Precinct 2,5,2,5-2,2914,HAVERHILL,128,1.735,1110.42,2012,4493717.66457,11289.0783658
Haverhill City Ward 5 Precinct 3,5,3,5-3,3001,HAVERHILL,128,4.859,3109.81,2012,12584995.5437,17878.7975558
Haverhill City Ward 6 Precinct 1,6,1,6-1,3022,HAVERHILL,128,0.7,447.83,2012,1812303.20979,8593.11279806
Haverhill City Ward 6 Precinct 2,6,2,6-2,3020,HAVERHILL,128,0.604,386.52,2012,1564192.28554,6446.23881927
Haverhill City Ward 6 Precinct 3,6,3,6-3,2978,HAVERHILL,128,3.026,1936.43,2012,7836479.32291,13262.1269515
Haverhill City Ward 2 Precinct 1,2,1,2-1,2801,HAVERHILL,128,0.403,258.16,2012,1044745.07399,5287.71076313
Haverhill City Ward 7 Precinct 1,7,1,7-1,2796,HAVERHILL,128,0.572,365.92,2012,1480824.67822,6665.74330338
Haverhill City Ward 7 Precinct 3,7,3,7-3,2845,HAVERHILL,128,3.671,2349.15,2012,9506716.16465,13218.9166536
Haverhill City Ward 7 Precinct 2,7,2,7-2,2788,HAVERHILL,128,1.817,1162.8,2012,4705705.5088,10015.8839033
Haverhill City Ward 2 Precinct 3,2,3,2-3,2853,HAVERHILL,128,0.342,219.15,2012,886885.015049,6175.29306961
Hamilton Town Precinct 1,,1,1,2624,HAMILTON,119,6.384,4085.46,2012,16533340.7613,21950.9119268
Hamilton Town Precinct 3,,3,3,2540,HAMILTON,119,3.566,2282.22,2012,9235848.29745,17473.6167559
Hamilton Town Precinct 2,,2,2,2600,HAMILTON,119,4.964,3176.76,2012,12855926.576,21860.1187953
Harwich Town Precinct 3,,3,3,3107,HARWICH,126,5.827,3729.03,2012,15090902.8138,21858.1219022
Holyoke City Ward 2 Precinct B,2,B,2-B,2919,HOLYOKE,137,0.432,276.39,2012,1118525.62214,5647.8396673
Harwich Town Precinct 4,,4,4,3180,HARWICH,126,6.452,4129.13,2012,16710073.3748,19388.6412072
Harwich Town Precinct 1,,1,1,3018,HARWICH,126,5.147,3293.95,2012,13330186.5357,25818.9940268
Harwich Town Precinct 2,,2,2,2938,HARWICH,126,5.114,3273.13,2012,13245927.0447,19938.5409093
Haverhill City Ward 1 Precinct 1,1,1,1-1,2909,HAVERHILL,128,0.319,204.08,2012,825897.873921,5827.94476166
Haverhill City Ward 1 Precinct 2,1,2,1-2,2806,HAVERHILL,128,0.638,408.36,2012,1652574.99926,9463.21309368
Haverhill City Ward 1 Precinct 3,1,3,1-3,2999,HAVERHILL,128,0.677,432.99,2012,1752263.85179,8687.12890949
Haverhill City Ward 2 Precinct 2,2,2,2-2,2796,HAVERHILL,128,2.441,1562.24,2012,6322203.96323,17105.6261939
Haverhill City Ward 3 Precinct 1,3,1,3-1,2976,HAVERHILL,128,0.212,135.63,2012,548870.534041,4122.23459778
Haverhill City Ward 3 Precinct 2,3,2,3-2,2894,HAVERHILL,128,0.285,182.42,2012,738230.947887,4623.19796984
Haverhill City Ward 3 Precinct 3,3,3,3-3,2976,HAVERHILL,128,0.399,255.63,2012,1034485.30211,5443.04518058
Haverhill City Ward 4 Precinct 1,4,1,4-1,2846,HAVERHILL,128,3.166,2026.49,2012,8200938.52768,14707.2402664
Haverhill City Ward 4 Precinct 2,4,2,4-2,2891,HAVERHILL,128,6.433,4117.36,2012,16662450.0911,26932.6504027
Haverhill City Ward 4 Precinct 3,4,3,4-3,2875,HAVERHILL,128,2.184,1397.63,2012,5656015.58719,12570.3576372
Holyoke City Ward 3 Precinct A,3,A,3-A,2889,HOLYOKE,137,0.453,289.85,2012,1172991.98846,6901.38361389
Holyoke City Ward 3 Precinct B,3,B,3-B,2841,HOLYOKE,137,0.675,432.18,2012,1748970.28394,7817.63401121
Holyoke City Ward 4 Precinct A,4,A,4-A,2883,HOLYOKE,137,0.132,84.44,2012,341724.29195,3243.6700178
Holyoke City Ward 4 Precinct B,4,B,4-B,2817,HOLYOKE,137,0.236,150.87,2012,610546.247641,5030.00608287
Holyoke City Ward 5 Precinct A,5,A,5-A,2929,HOLYOKE,137,7.017,4490.97,2012,18174379.9522,21793.9839041
Hudson Town Precinct 1,,1,1,2769,HUDSON,141,1.773,1134.59,2012,4591543.98482,13949.2795635
Lawrence City Ward A Precinct 3,A,3,A-3,3141,LAWRENCE,149,0.39,249.78,2012,1010843.32853,5329.73658301
Lawrence City Ward A Precinct 4,A,4,A-4,3068,LAWRENCE,149,0.535,342.23,2012,1384962.00752,5953.81755931
Lawrence City Ward B Precinct 1,B,1,B-1,3195,LAWRENCE,149,0.179,114.76,2012,464422.501966,3726.76222326
Lawrence City Ward B Precinct 2,B,2,B-2,3182,LAWRENCE,149,0.097,61.95,2012,250707.177821,2748.85648857
Lawrence City Ward B Precinct 3,B,3,B-3,3181,LAWRENCE,149,0.129,82.77,2012,334961.804688,2416.93168643
Lawrence City Ward B Precinct 4,B,4,B-4,3313,LAWRENCE,149,0.229,146.34,2012,592199.216437,3914.76377142
Lowell City Ward 2 Precinct 2,2,2,2-2,3342,LOWELL,160,0.257,164.36,2012,665144.317423,4338.49977604
Lowell City Ward 2 Precinct 3,2,3,2-3,3081,LOWELL,160,0.211,134.92,2012,545988.483728,4635.02876866
Lowell City Ward 3 Precinct 1,3,1,3-1,3171,LOWELL,160,0.521,333.31,2012,1348865.80515,5770.34240373
Lowell City Ward 3 Precinct 2,3,2,3-2,3187,LOWELL,160,0.204,130.58,2012,528456.22489,4257.97276303
Lowell City Ward 3 Precinct 3,3,3,3-3,3125,LOWELL,160,0.138,88.5,2012,358130.637654,3500.10483231
Holyoke City Ward 5 Precinct B,5,B,5-B,2950,HOLYOKE,137,1.066,682.11,2012,2760405.60719,12553.0994813
Holyoke City Ward 6 Precinct A,6,A,6-A,2857,HOLYOKE,137,0.652,417.27,2012,1688655.98597,7022.25136029
Holyoke City Ward 6 Precinct B,6,B,6-B,2765,HOLYOKE,137,0.425,271.7,2012,1099538.53769,5648.834472
